Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Cellname,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,TESTDOWNLINK,TESTUPLINK,TESTDOWNLINKMAX,TESTUPLINKMAX,Test_Status,DataConnection_Type,DataConnection_Info,Layer,Filemark,IMEI,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,IMSI,MSISDN,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,INFO,R10,NTech1,NCellName1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NDistance1,NBearing1,NTech2,NCellName2,NCellid2,NLAC2,NCell2,NARFCN2,NRxLev2,NQual2,NDistance2,NBearing2,NTech3,NCellName3,NCellid3,NLAC3,NCell3,NARFCN3,NRxLev3,NQual3,NDistance3,NBearing3,NTech4,NCellName4,NCellid4,NLAC4,NCell4,NARFCN4,NRxLev4,NQual4,NDistance4,NBearing4,NTech5,NCellName5,NCellid5,NLAC5,NCell5,NARFCN5,NRxLev5,NQual5,NDistance5,NBearing5,NTech6,NCellName6,NCellid6,NLAC6,NCell6,NARFCN6,NRxLev6,NQual6,NDistance6,NBearing6,NTech7,NCellName7,NCellid7,NLAC7,NCell7,NARFCN7,NRxLev7,NQual7,NDistance7,NBearing7,NTech8,NCellName8,NCellid8,NLAC8,NCell8,NARFCN8,NRxLev8,NQual8,NDistance8,NBearing8,NTech9,NCellName9,NCellid9,NLAC9,NCell9,NARFCN9,NRxLev9,NQual9,NDistance9,NBearing9,NTech10,NCellName10,NCellid10,NLAC10,NCell10,NARFCN10,NRxLev10,NQual10,NDistance10,NBearing10,NTech11,NCellName11,NCellid11,NLAC11,NCell11,NARFCN11,NRxLev11,NQual11,NDistance11,NBearing11,NTech12,NCellName12,NCellid12,NLAC12,NCell12,NARFCN12,NRxLev12,NQual12,NDistance12,NBearing12,NTech13,NCellName13,NCellid13,NLAC13,NCell13,NARFCN13,NRxLev13,NQual13,NDistance13,NBearing13,NTech14,NCellName14,NCellid14,NLAC14,NCell14,NARFCN14,NRxLev14,NQual14,NDistance14,NBearing14,NTech15,NCellName15,NCellid15,NLAC15,NCell15,NARFCN15,NRxLev15,NQual15,NDistance15,NBearing15,NTech16,NCellName16,NCellid16,NLAC16,NCell16,NARFCN16,NRxLev16,NQual16,NDistance16,NBearing16,NTech17,NCellName17,NCellid17,NLAC17,NCell17,NARFCN17,NRxLev17,NQual17,NDistance17,NBearing17,NTech18,NCellName18,NCellid18,NLAC18,NCell18,NARFCN18,NRxLev18,NQual18,NDistance18,NBearing18,
2025.12.15_18.07.54,4.389296,50.822193,0,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-11,1.0,-,-51,2850,0,0,435,132,132,5,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,LOG START,,,,10,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,4G,,,,435,6300,-76,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.07.54,4.389245,50.822157,0,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-11,1.0,-,-51,2850,0,0,435,129,129,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,,,,,10,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,4G,,,,435,6300,-76,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.07.55,4.389245,50.822157,0,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-11,1.0,-,-51,2850,0,0,435,129,129,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,PERIODIC,,,,12,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,4G,,,,435,6300,-76,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.01,4.389245,50.822157,0,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-89,-11,1.0,-,-51,2850,0,0,435,129,129,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,PERIODIC,,,,18,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,4G,,,,435,6300,-72,-8,,,4G,,,,437,6300,-83,-19,,,4G,,,,288,6300,-83,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.02,4.389245,50.822157,0,Proximus,20601,206010212400141,,401422,141,2124,4G,LTE,-89,-11,1.0,-,-57,2850,0,0,435,129,129,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,,HANDOVER_DATA_4G4G,206-04-2124-401422-141-2850-435:206-01-2124-401422-141-2850-435,,,18,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.05,4.389245,50.822157,0,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-12,1.0,-,-57,2850,0,0,435,129,129,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,,HANDOVER_DATA_4G4G,206-01-2124-401422-141-2850-435:206-04-2124-401422-141-2850-435,,,2,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.06,4.389045,50.822112,5,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-12,1.0,-,-57,2850,0,0,435,128,128,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,,,,,,1,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.11,4.389045,50.822112,5,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-85,-13,1.0,-,-57,2850,0,0,435,128,128,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,PERIODIC,,,,6,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,61,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,62,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,63,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,64,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,65,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,66,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,67,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,68,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.12,4.388942,50.822049,4,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-86,-14,1.0,-,-57,2850,0,0,435,129,129,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,,,,,7,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,61,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,62,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,63,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,64,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,65,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,66,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,67,-113,,,,2G,,,,7fffffff mMcc=null mMnc=null mAlphaLong= mAlphaShort= mAdditionalPlmns={,68,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.12.15_18.08.17,4.388942,50.822049,4,Proximus,20604,206040212400141,,401422,141,2124,4G,LTE,-87,-13,1.0,-,-57,2850,0,0,435,129,129,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.71.65.54,1,PERIODIC,,,,12,8D,6200E,84C,102764173,19.7,375,OnePlus:ONEPLUS A6013:BP1A.250505.005,L7,20,,,4G,,,,435,6300,-72,-10,,,4G,,,,437,6300,-78,-16,,,4G,,,,437,2850,-96,-20,,,4G,,,,61,2850,-97,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
